clock,passenger_enter,passenger_leave,car_enter,car_leave,motorcycle_enter,motorcycle_leave,bicycle_enter,bicycle_leave,walker,car_parked,motorcycle_parked,bicycle_parked,car_cannot_park,motorcycle_cannot_park,bicycle_cannot_park,car_left_failed,motorcycle_left_failed,bicycle_left_failed,remain_car_parking_space,remain_motorcycle_parking_space,CPU_time(in second)
23,0,14,0,4,0,3,0,4,3,36,493,160,0,0,0,0,0,0,54,54,
0,0,0,0,0,0,0,0,0,0,36,493,160,0,0,0,0,0,0,54,54,
1,0,0,0,0,0,0,0,0,0,36,493,160,0,0,0,0,0,0,54,54,
2,0,0,0,0,0,0,0,0,0,36,493,160,0,0,0,0,0,0,54,54,
3,0,0,0,0,0,0,0,0,0,36,493,160,0,0,0,0,0,0,54,54,
4,0,0,0,0,0,0,0,0,0,36,493,160,0,0,0,0,0,0,54,54,
5,6,2,1,0,2,1,1,0,3,37,494,161,0,0,0,0,0,0,53,52,
6,28,0,6,0,14,0,3,0,5,43,508,164,0,0,0,0,0,0,47,37,
7,15,0,3,0,9,0,2,0,1,46,517,166,0,0,0,0,0,0,44,27,
8,28,12,7,4,13,6,6,2,2,49,524,170,0,0,0,0,0,0,41,18,
9,21,9,4,2,8,5,2,1,8,51,527,171,0,0,0,0,0,0,39,14,
10,13,5,3,1,5,2,1,0,6,53,530,172,0,0,0,0,0,0,37,11,
11,5,5,1,1,2,2,0,0,4,53,530,172,0,0,0,0,0,0,37,11,
12,5,5,1,1,2,2,0,0,4,53,530,172,0,0,0,0,0,0,37,11,
13,13,13,3,3,5,5,1,1,8,53,530,172,0,0,0,0,0,0,37,11,
14,18,18,4,5,9,9,2,4,3,52,530,170,0,0,0,0,0,0,38,12,
15,14,14,3,3,6,6,1,1,8,52,530,170,0,0,0,0,0,0,38,12,
16,9,9,2,2,4,4,1,1,4,52,530,170,0,0,0,0,0,0,38,12,
17,19,19,4,4,8,10,4,2,6,52,528,172,0,0,0,0,0,0,38,13,
18,15,36,3,7,6,22,4,5,4,48,512,171,0,0,0,0,0,0,42,29,
19,4,11,1,3,2,6,1,2,0,46,508,170,0,0,0,0,0,0,44,34,
20,11,27,2,8,4,14,2,5,3,40,498,167,0,0,0,0,0,0,50,45,
21,2,6,0,1,1,3,0,1,2,39,496,166,0,0,0,0,0,0,51,48,
22,0,0,0,0,0,0,0,0,0,39,496,166,0,0,0,0,0,0,51,48,
23,0,20,0,6,0,4,0,6,4,33,492,160,0,0,0,0,0,0,57,55,
0,0,0,0,0,0,0,0,0,0,33,492,160,0,0,0,0,0,0,57,55,
1,0,0,0,0,0,0,0,0,0,33,492,160,0,0,0,0,0,0,57,55,
2,0,0,0,0,0,0,0,0,0,33,492,160,0,0,0,0,0,0,57,55,
3,0,0,0,0,0,0,0,0,0,33,492,160,0,0,0,0,0,0,57,55,
4,0,0,0,0,0,0,0,0,0,33,492,160,0,0,0,0,0,0,57,55,
5,7,3,1,1,3,1,1,0,3,33,494,161,0,0,0,0,0,0,57,52,
6,27,0,5,0,14,0,3,0,5,38,508,164,0,0,0,0,0,0,52,37,
7,15,0,3,0,9,0,2,0,1,41,517,166,0,0,0,0,0,0,49,27,
8,27,11,7,3,12,6,5,2,3,45,523,169,0,0,0,0,0,0,45,19,
9,18,8,4,2,7,4,2,1,6,47,526,170,0,0,0,0,0,0,43,16,
10,14,6,3,1,6,3,1,1,5,49,529,170,0,0,0,0,0,0,41,13,
11,8,8,2,2,3,4,1,1,3,49,528,170,0,0,0,0,0,0,41,14,
12,4,4,1,1,1,2,0,0,3,49,527,170,0,0,0,0,0,0,41,15,
13,16,16,3,3,6,6,2,2,10,49,527,170,0,0,0,0,0,0,41,15,
14,18,18,4,5,9,9,2,4,3,48,527,168,0,0,0,0,0,0,42,16,
15,11,11,2,2,4,4,1,1,8,48,527,168,0,0,0,0,0,0,42,16,
16,10,10,2,2,4,4,1,1,6,48,527,168,0,0,0,0,0,0,42,16,
17,27,27,5,5,11,15,5,3,10,48,523,170,0,0,0,0,0,0,42,19,
18,12,30,2,6,5,18,4,4,3,44,510,170,0,0,0,0,0,0,46,32,
19,3,9,1,2,2,5,1,2,-1,43,507,169,0,0,0,0,0,0,47,35,
20,6,14,1,4,2,7,1,3,2,40,502,167,0,0,0,0,0,0,50,41,
21,3,7,1,2,1,4,0,1,1,39,499,166,0,0,0,0,0,0,51,45,
22,0,0,0,0,0,0,0,0,0,39,499,166,0,0,0,0,0,0,51,45,
23,0,20,0,6,0,4,0,6,4,33,495,160,0,0,0,0,0,0,57,52,
0,0,0,0,0,0,0,0,0,0,33,495,160,0,0,0,0,0,0,57,52,
1,0,0,0,0,0,0,0,0,0,33,495,160,0,0,0,0,0,0,57,52,
2,0,0,0,0,0,0,0,0,0,33,495,160,0,0,0,0,0,0,57,52,
3,0,0,0,0,0,0,0,0,0,33,495,160,0,0,0,0,0,0,57,52,
4,0,0,0,0,0,0,0,0,0,33,495,160,0,0,0,0,0,0,57,52,
5,11,4,2,1,4,2,1,0,5,34,497,161,0,0,0,0,0,0,56,49,
6,21,0,4,0,10,0,2,0,5,38,507,163,0,0,0,0,0,0,52,38,
7,23,0,5,0,14,0,3,0,1,43,521,166,0,0,0,0,0,0,47,23,
8,24,10,6,3,11,5,5,2,2,46,527,169,0,0,0,0,0,0,44,15,
9,23,9,5,2,9,5,2,1,8,49,531,170,0,0,0,0,0,0,41,11,
10,11,5,2,1,4,2,1,0,6,50,533,171,0,0,0,0,0,0,40,8,
11,12,12,2,2,5,6,1,1,7,50,532,171,0,0,0,0,0,0,40,9,
12,3,3,1,1,1,1,0,0,2,50,532,171,0,0,0,0,0,0,40,9,
13,11,11,2,2,4,4,1,1,8,50,532,171,0,0,0,0,0,0,40,9,
14,15,15,3,4,8,8,2,3,2,49,532,170,0,0,0,0,0,0,41,10,
15,9,9,2,2,4,4,1,1,4,49,532,170,0,0,0,0,0,0,41,10,
16,11,11,2,2,4,4,1,1,8,49,532,170,0,0,0,0,0,0,41,10,
17,24,24,5,5,10,13,5,3,7,49,526,172,0,3,0,0,0,0,41,15,
18,13,30,3,6,5,18,4,4,3,46,513,172,0,0,0,0,0,0,44,28,
19,5,12,1,3,2,7,1,2,1,44,508,171,0,0,0,0,0,0,46,33,
20,8,18,2,5,3,9,2,4,1,41,502,169,0,0,0,0,0,0,49,40,
21,2,6,0,1,1,3,0,1,2,40,500,168,0,0,0,0,0,0,50,43,
22,0,0,0,0,0,0,0,0,0,40,500,168,0,0,0,0,0,0,50,43,
23,0,34,0,10,0,7,0,10,7,30,493,158,0,0,0,0,0,0,60,55,
0,0,0,0,0,0,0,0,0,0,30,493,158,0,0,0,0,0,0,60,55,
1,0,0,0,0,0,0,0,0,0,30,493,158,0,0,0,0,0,0,60,55,
2,0,0,0,0,0,0,0,0,0,30,493,158,0,0,0,0,0,0,60,55,
3,0,0,0,0,0,0,0,0,0,30,493,158,0,0,0,0,0,0,60,55,
4,0,0,0,0,0,0,0,0,0,30,493,158,0,0,0,0,0,0,60,55,
5,7,3,1,1,3,1,1,0,3,30,495,159,0,0,0,0,0,0,60,52,
6,33,0,7,0,16,0,3,0,7,37,511,162,0,0,0,0,0,0,53,35,
7,15,0,3,0,9,0,2,0,1,40,520,164,0,0,0,0,0,0,50,25,
8,29,12,7,4,13,6,6,2,3,43,527,168,0,0,0,0,0,0,47,16,
9,15,6,3,1,6,3,2,1,5,45,530,169,0,0,0,0,0,0,45,12,
10,15,6,3,1,6,3,2,1,5,47,533,170,0,0,0,0,0,0,43,9,
11,7,7,1,1,3,4,1,1,3,47,532,170,0,0,0,0,0,0,43,10,
12,4,4,1,1,1,2,0,0,3,47,531,170,0,0,0,0,0,0,43,11,
13,10,10,2,2,4,4,1,1,6,47,531,170,0,0,0,0,0,0,43,11,
14,18,18,4,5,9,9,2,4,3,46,531,168,0,0,0,0,0,0,44,12,
15,10,10,2,2,4,4,1,1,6,46,531,168,0,0,0,0,0,0,44,12,
16,10,10,2,2,4,4,1,1,6,46,531,168,0,0,0,0,0,0,44,12,
17,25,25,5,5,10,14,5,3,8,46,526,170,0,1,0,0,0,0,44,16,
18,15,37,3,7,6,22,4,6,4,42,510,168,0,0,0,0,0,0,48,33,
19,5,13,1,3,2,7,1,3,1,40,505,166,0,0,0,0,0,0,50,39,
20,7,18,1,5,3,9,1,4,2,36,499,163,0,0,0,0,0,0,54,46,
21,3,7,1,2,1,4,0,1,1,35,496,162,0,0,0,0,0,0,55,50,
22,0,0,0,0,0,0,0,0,0,35,496,162,0,0,0,0,0,0,55,50,
23,0,24,0,7,0,5,0,7,5,28,491,155,0,0,0,0,0,0,62,58,
0,0,0,0,0,0,0,0,0,0,28,491,155,0,0,0,0,0,0,62,58,
1,0,0,0,0,0,0,0,0,0,28,491,155,0,0,0,0,0,0,62,58,
2,0,0,0,0,0,0,0,0,0,28,491,155,0,0,0,0,0,0,62,58,
3,0,0,0,0,0,0,0,0,0,28,491,155,0,0,0,0,0,0,62,58,
4,0,0,0,0,0,0,0,0,0,28,491,155,0,0,0,0,0,0,62,58,
5,7,3,1,1,3,1,1,0,3,28,493,156,0,0,0,0,0,0,62,56,
6,38,0,8,0,19,0,4,0,7,36,512,160,0,0,0,0,0,0,54,35,
7,24,0,5,0,14,0,4,0,1,41,526,164,0,0,0,0,0,0,49,19,
8,25,11,6,3,11,6,5,2,3,44,531,167,0,0,0,0,0,0,46,12,
9,24,10,5,2,10,6,2,1,8,47,535,168,0,0,0,0,0,0,43,8,
10,16,6,3,1,6,3,2,1,6,49,538,169,0,0,0,0,0,0,41,4,
11,15,15,3,3,6,8,2,2,6,49,533,169,0,3,0,0,0,0,41,9,
12,6,6,1,1,2,2,1,1,4,49,533,169,0,0,0,0,0,0,41,9,
13,10,10,2,2,4,4,1,1,6,49,533,169,0,0,0,0,0,0,41,9,
14,20,20,4,6,10,10,2,4,4,47,531,167,0,2,0,0,0,0,43,12,
15,10,10,2,2,4,4,1,1,6,47,531,167,0,0,0,0,0,0,43,12,
16,11,11,2,2,4,4,1,1,8,47,531,167,0,0,0,0,0,0,43,12,
17,15,15,3,3,6,8,3,2,5,47,529,168,0,0,0,0,0,0,43,14,
18,13,30,3,6,5,18,4,4,3,44,516,168,0,0,0,0,0,0,46,27,
19,3,7,1,2,2,4,1,1,-1,43,514,168,0,0,0,0,0,0,47,29,
20,9,23,2,6,4,12,2,5,1,39,506,165,0,0,0,0,0,0,51,38,
21,2,5,0,1,1,3,0,1,1,38,504,164,0,0,0,0,0,0,52,41,
22,0,0,0,0,0,0,0,0,0,38,504,164,0,0,0,0,0,0,52,41,
23,0,26,0,8,0,5,0,7,6,30,499,157,0,0,0,0,0,0,60,49,
0,0,0,0,0,0,0,0,0,0,30,499,157,0,0,0,0,0,0,60,49,
1,0,0,0,0,0,0,0,0,0,30,499,157,0,0,0,0,0,0,60,49,
2,0,0,0,0,0,0,0,0,0,30,499,157,0,0,0,0,0,0,60,49,
3,0,0,0,0,0,0,0,0,0,30,499,157,0,0,0,0,0,0,60,49,
4,0,0,0,0,0,0,0,0,0,30,499,157,0,0,0,0,0,0,60,49,
5,8,3,2,1,3,1,1,0,3,31,501,158,0,0,0,0,0,0,59,47,
6,31,0,6,0,16,0,3,0,6,37,517,161,0,0,0,0,0,0,53,29,
7,24,0,5,0,14,0,4,0,1,42,531,165,0,0,0,0,0,0,48,13,
8,28,12,7,4,13,6,6,2,2,45,536,168,0,2,1,0,0,0,45,7,
9,14,6,3,1,6,3,1,1,5,47,539,168,0,0,0,0,0,0,43,4,
10,15,6,3,1,6,3,2,1,5,49,539,169,0,3,0,0,0,0,41,3,
11,8,8,2,2,3,4,1,1,3,49,538,169,0,0,0,0,0,0,41,4,
12,3,3,1,1,1,1,0,0,2,49,538,169,0,0,0,0,0,0,41,4,
13,13,13,3,3,5,5,1,1,8,49,537,169,0,1,0,0,0,0,41,5,
14,17,17,3,5,8,8,2,3,5,47,533,168,0,4,0,0,0,0,43,10,
15,13,13,3,3,5,5,1,1,8,47,533,168,0,0,0,0,0,0,43,10,
16,18,18,4,4,7,7,2,2,10,47,533,168,0,0,0,0,0,0,43,10,
17,24,24,5,5,10,13,5,3,7,47,527,170,0,3,0,0,0,0,43,15,
18,16,38,3,8,6,23,5,6,3,42,510,169,0,0,0,0,0,0,48,32,
19,5,11,1,3,2,6,1,2,1,40,506,168,0,0,0,0,0,0,50,37,
20,9,21,2,6,4,11,2,4,1,36,499,166,0,0,0,0,0,0,54,45,
21,3,7,1,2,1,4,0,1,1,35,496,165,0,0,0,0,0,0,55,48,
22,0,0,0,0,0,0,0,0,0,35,496,165,0,0,0,0,0,0,55,48,
23,0,23,0,7,0,5,0,6,5,28,491,159,0,0,0,0,0,0,62,56,
0,0,0,0,0,0,0,0,0,0,28,491,159,0,0,0,0,0,0,62,56,
1,0,0,0,0,0,0,0,0,0,28,491,159,0,0,0,0,0,0,62,56,
2,0,0,0,0,0,0,0,0,0,28,491,159,0,0,0,0,0,0,62,56,
3,0,0,0,0,0,0,0,0,0,28,491,159,0,0,0,0,0,0,62,56,
4,0,0,0,0,0,0,0,0,0,28,491,159,0,0,0,0,0,0,62,56,
5,4,2,1,0,2,1,0,0,2,29,492,159,0,0,0,0,0,0,61,55,
6,25,0,5,0,12,0,2,0,6,34,504,161,0,0,0,0,0,0,56,42,
7,14,0,3,0,8,0,2,0,1,37,512,163,0,0,0,0,0,0,53,33,
8,21,9,5,3,9,4,4,2,3,39,517,165,0,0,0,0,0,0,51,27,
9,16,6,3,1,6,3,2,1,6,41,520,166,0,0,0,0,0,0,49,24,
10,9,3,2,1,4,2,1,0,2,42,522,167,0,0,0,0,0,0,48,21,
11,11,11,2,2,4,6,1,1,6,42,520,167,0,0,0,0,0,0,48,23,
12,5,5,1,1,2,2,0,0,4,42,520,167,0,0,0,0,0,0,48,23,
13,9,9,2,2,4,4,1,1,4,42,520,167,0,0,0,0,0,0,48,23,
14,17,17,3,5,8,8,2,3,5,40,520,166,0,0,0,0,0,0,50,24,
15,10,10,2,2,4,4,1,1,6,40,520,166,0,0,0,0,0,0,50,24,
16,9,9,2,2,4,4,1,1,4,40,520,166,0,0,0,0,0,0,50,24,
17,21,21,4,4,8,12,4,3,7,40,516,167,0,0,0,0,0,0,50,27,
18,12,28,2,6,5,17,4,4,2,36,504,167,0,0,0,0,0,0,54,39,
19,5,13,1,3,2,7,1,3,1,34,499,165,0,0,0,0,0,0,56,45,
20,9,23,2,6,4,12,2,5,1,30,491,162,0,0,0,0,0,0,60,55,
21,3,7,1,2,1,4,0,1,1,29,488,161,0,0,0,0,0,0,61,58,
22,0,0,0,0,0,0,0,0,0,29,488,161,0,0,0,0,0,0,61,58,
23,0,17,0,5,0,3,0,5,4,24,485,156,0,0,0,0,0,0,66,64,
0,0,0,0,0,0,0,0,0,0,24,485,156,0,0,0,0,0,0,66,64,
1,0,0,0,0,0,0,0,0,0,24,485,156,0,0,0,0,0,0,66,64,
2,0,0,0,0,0,0,0,0,0,24,485,156,0,0,0,0,0,0,66,64,
3,0,0,0,0,0,0,0,0,0,24,485,156,0,0,0,0,0,0,66,64,
4,0,0,0,0,0,0,0,0,0,24,485,156,0,0,0,0,0,0,66,64,
5,4,2,1,0,2,1,0,0,2,25,486,156,0,0,0,0,0,0,65,63,
6,40,0,8,0,20,0,4,0,8,33,506,160,0,0,0,0,0,0,57,41,
7,17,0,3,0,10,0,3,0,1,36,516,163,0,0,0,0,0,0,54,29,
8,38,16,10,5,17,8,8,3,3,41,525,168,0,0,0,0,0,0,49,18,
9,21,9,4,2,8,5,2,1,8,43,528,169,0,0,0,0,0,0,47,14,
10,12,5,2,1,5,2,1,0,6,44,531,170,0,0,0,0,0,0,46,11,
11,8,8,2,2,3,4,1,1,3,44,530,170,0,0,0,0,0,0,46,12,
12,7,7,1,1,2,3,1,1,5,44,529,170,0,0,0,0,0,0,46,13,
13,8,8,2,2,3,3,1,1,4,44,529,170,0,0,0,0,0,0,46,13,
14,13,13,3,4,6,6,1,3,3,43,529,168,0,0,0,0,0,0,47,14,
15,8,8,2,2,3,3,1,1,4,43,529,168,0,0,0,0,0,0,47,14,
16,11,11,2,2,4,4,1,1,8,43,529,168,0,0,0,0,0,0,47,14,
17,23,23,5,5,9,13,5,3,6,43,525,170,0,0,0,0,0,0,47,17,
18,14,32,3,6,6,19,4,5,3,40,512,169,0,0,0,0,0,0,50,30,
19,6,16,1,4,3,9,2,3,0,37,506,168,0,0,0,0,0,0,53,37,
20,6,16,1,4,2,8,1,3,3,34,500,166,0,0,0,0,0,0,56,44,
21,3,7,1,2,1,4,0,1,1,33,497,165,0,0,0,0,0,0,57,47,
22,0,0,0,0,0,0,0,0,0,33,497,165,0,0,0,0,0,0,57,47,
23,0,24,0,7,0,5,0,7,5,26,492,158,0,0,0,0,0,0,64,56,
0,0,0,0,0,0,0,0,0,0,26,492,158,0,0,0,0,0,0,64,56,
1,0,0,0,0,0,0,0,0,0,26,492,158,0,0,0,0,0,0,64,56,
2,0,0,0,0,0,0,0,0,0,26,492,158,0,0,0,0,0,0,64,56,
3,0,0,0,0,0,0,0,0,0,26,492,158,0,0,0,0,0,0,64,56,
4,0,0,0,0,0,0,0,0,0,26,492,158,0,0,0,0,0,0,64,56,
5,7,3,1,1,3,1,1,0,3,26,494,159,0,0,0,0,0,0,64,53,
6,33,0,7,0,16,0,3,0,7,33,510,162,0,0,0,0,0,0,57,36,
7,23,0,5,0,14,0,3,0,1,38,524,165,0,0,0,0,0,0,52,20,
8,28,12,7,4,13,6,6,2,2,41,531,169,0,0,0,0,0,0,49,11,
9,21,9,4,2,8,5,2,1,8,43,534,170,0,0,0,0,0,0,47,8,
10,10,4,2,1,4,2,1,0,4,44,536,171,0,0,0,0,0,0,46,5,
11,12,12,2,2,5,6,1,1,7,44,535,171,0,0,0,0,0,0,46,6,
12,6,6,1,1,2,2,1,1,4,44,535,171,0,0,0,0,0,0,46,6,
13,11,11,2,2,4,4,1,1,8,44,535,171,0,0,0,0,0,0,46,6,
14,14,14,3,4,7,7,1,3,3,43,534,169,0,1,0,0,0,0,47,8,
15,11,11,2,2,4,4,1,1,8,43,534,169,0,0,0,0,0,0,47,8,
16,11,11,2,2,4,4,1,1,8,43,534,169,0,0,0,0,0,0,47,8,
17,27,27,5,5,11,15,5,3,10,43,525,171,0,5,0,0,0,0,47,16,
18,16,38,3,8,6,23,5,6,3,38,508,170,0,0,0,0,0,0,52,34,
19,5,11,1,3,2,6,1,2,1,36,504,169,0,0,0,0,0,0,54,38,
20,6,14,1,4,2,7,1,3,2,33,499,167,0,0,0,0,0,0,57,44,
21,2,6,0,1,1,3,0,1,2,32,497,166,0,0,0,0,0,0,58,47,
22,0,0,0,0,0,0,0,0,0,32,497,166,0,0,0,0,0,0,58,47,
23,0,19,0,6,0,4,0,5,4,26,493,161,0,0,0,0,0,0,64,53,
0,0,0,0,0,0,0,0,0,0,26,493,161,0,0,0,0,0,0,64,53,
1,0,0,0,0,0,0,0,0,0,26,493,161,0,0,0,0,0,0,64,53,
2,0,0,0,0,0,0,0,0,0,26,493,161,0,0,0,0,0,0,64,53,
3,0,0,0,0,0,0,0,0,0,26,493,161,0,0,0,0,0,0,64,53,
4,0,0,0,0,0,0,0,0,0,26,493,161,0,0,0,0,0,0,64,53,
5,7,3,1,1,3,1,1,0,3,26,495,162,0,0,0,0,0,0,64,51,
6,33,0,7,0,16,0,3,0,7,33,511,165,0,0,0,0,0,0,57,33,
7,20,0,4,0,12,0,3,0,1,37,523,168,0,0,0,0,0,0,53,20,
8,29,12,7,4,13,6,6,2,3,40,530,172,0,0,0,0,0,0,50,11,
9,21,9,4,2,8,5,2,1,8,42,533,173,0,0,0,0,0,0,48,7,
10,9,3,2,1,4,2,1,0,2,43,535,174,0,0,0,0,0,0,47,5,
11,11,11,2,2,4,6,1,1,6,43,533,174,0,0,0,0,0,0,47,7,
12,4,4,1,1,1,2,0,0,3,43,532,174,0,0,0,0,0,0,47,8,
13,10,10,2,2,4,4,1,1,6,43,532,174,0,0,0,0,0,0,47,8,
14,19,19,4,6,10,10,2,4,2,41,529,172,0,3,0,0,0,0,49,12,
15,13,13,3,3,5,5,1,1,8,41,529,172,0,0,0,0,0,0,49,12,
16,9,9,2,2,4,4,1,1,4,41,529,172,0,0,0,0,0,0,49,12,
17,19,19,4,4,8,10,4,2,6,41,527,174,0,0,0,0,0,0,49,13,
18,13,31,3,6,5,19,4,5,2,38,513,173,0,0,0,0,0,0,52,27,
19,5,11,1,3,2,6,1,2,1,36,509,172,0,0,0,0,0,0,54,32,
20,13,31,3,9,5,16,3,6,2,30,498,169,0,0,0,0,0,0,60,44,
21,3,9,1,2,1,5,0,2,1,29,494,167,0,0,0,0,0,0,61,49,
22,0,0,0,0,0,0,0,0,0,29,494,167,0,0,0,0,0,0,61,49,
23,0,13,0,4,0,3,0,4,2,25,491,163,0,0,0,0,0,0,65,54,
0,0,0,0,0,0,0,0,0,0,25,491,163,0,0,0,0,0,0,65,54,
1,0,0,0,0,0,0,0,0,0,25,491,163,0,0,0,0,0,0,65,54,
2,0,0,0,0,0,0,0,0,0,25,491,163,0,0,0,0,0,0,65,54,
3,0,0,0,0,0,0,0,0,0,25,491,163,0,0,0,0,0,0,65,54,
4,0,0,0,0,0,0,0,0,0,25,491,163,0,0,0,0,0,0,65,54,
5,7,3,1,1,3,1,1,0,3,25,493,164,0,0,0,0,0,0,65,52,
6,35,0,7,0,18,0,4,0,6,32,511,168,0,0,0,0,0,0,58,32,
7,17,0,3,0,10,0,3,0,1,35,521,171,0,0,0,0,0,0,55,20,
8,32,14,8,4,14,7,6,3,4,39,528,174,0,0,0,0,0,0,51,12,
9,24,10,5,2,10,6,2,1,8,42,532,175,0,0,0,0,0,0,48,7,
10,14,6,3,1,6,3,1,1,5,44,535,175,0,0,0,0,0,0,46,4,
11,6,6,1,1,2,3,1,1,3,44,534,175,0,0,0,0,0,0,46,5,
12,6,6,1,1,2,2,1,1,4,44,534,175,0,0,0,0,0,0,46,5,
13,11,11,2,2,4,4,1,1,8,44,534,175,0,0,0,0,0,0,46,5,
14,15,15,3,4,8,8,2,3,2,43,530,174,0,4,0,0,0,0,47,10,
15,11,11,2,2,4,4,1,1,8,43,530,174,0,0,0,0,0,0,47,10,
16,10,10,2,2,4,4,1,1,6,43,530,174,0,0,0,0,0,0,47,10,
17,22,22,4,4,9,12,4,3,8,43,526,175,0,1,0,0,0,0,47,13,
18,11,27,2,5,4,16,3,4,4,40,514,174,0,0,0,0,0,0,50,26,
19,3,8,1,2,2,4,1,2,-1,39,512,173,0,0,0,0,0,0,51,28,
20,9,22,2,6,4,11,2,4,2,35,505,171,0,0,0,0,0,0,55,36,
21,2,6,0,1,1,3,0,1,2,34,503,170,0,0,0,0,0,0,56,39,
22,0,0,0,0,0,0,0,0,0,34,503,170,0,0,0,0,0,0,56,39,
23,0,20,0,6,0,4,0,6,4,28,499,164,0,0,0,0,0,0,62,46,
0,0,0,0,0,0,0,0,0,0,28,499,164,0,0,0,0,0,0,62,46,
1,0,0,0,0,0,0,0,0,0,28,499,164,0,0,0,0,0,0,62,46,
2,0,0,0,0,0,0,0,0,0,28,499,164,0,0,0,0,0,0,62,46,
3,0,0,0,0,0,0,0,0,0,28,499,164,0,0,0,0,0,0,62,46,
4,0,0,0,0,0,0,0,0,0,28,499,164,0,0,0,0,0,0,62,46,
5,7,3,1,1,3,1,1,0,3,28,501,165,0,0,0,0,0,0,62,43,
6,36,0,7,0,18,0,4,0,7,35,519,169,0,0,0,0,0,0,55,23,
7,31,0,6,0,19,0,5,0,1,41,538,174,0,0,0,0,0,0,49,2,
8,18,7,4,2,8,4,4,1,2,43,535,175,0,7,2,0,0,0,47,4,
9,20,8,4,2,8,4,2,1,7,45,535,175,0,4,1,0,0,0,45,4,
10,15,6,3,1,6,3,2,1,5,47,535,176,0,3,0,0,0,0,43,4,
11,13,13,3,3,5,6,1,1,7,47,532,176,0,2,0,0,0,0,43,7,
12,3,3,1,1,1,1,0,0,2,47,532,176,0,0,0,0,0,0,43,7,
13,10,10,2,2,4,4,1,1,6,47,532,176,0,0,0,0,0,0,43,7,
14,17,17,3,5,8,8,2,3,5,45,530,175,0,2,0,0,0,0,45,9,
15,6,6,1,1,2,2,1,1,4,45,530,175,0,0,0,0,0,0,45,9,
16,9,9,2,2,4,4,1,1,4,45,530,175,0,0,0,0,0,0,45,9,
17,33,33,7,7,13,18,7,4,10,45,518,178,0,7,0,0,0,0,45,20,
18,12,28,2,6,5,17,4,4,2,41,506,178,0,0,0,0,0,0,49,32,
19,4,10,1,2,2,6,1,2,0,40,502,177,0,0,0,0,0,0,50,36,
20,9,21,2,6,4,11,2,4,1,36,495,175,0,0,0,0,0,0,54,44,
21,5,11,1,3,2,6,0,2,2,34,491,173,0,0,0,0,0,0,56,49,
22,0,0,0,0,0,0,0,0,0,34,491,173,0,0,0,0,0,0,56,49,
23,0,27,0,8,0,5,0,8,6,26,486,165,0,0,0,0,0,0,64,58,
0,0,0,0,0,0,0,0,0,0,26,486,165,0,0,0,0,0,0,64,58,
1,0,0,0,0,0,0,0,0,0,26,486,165,0,0,0,0,0,0,64,58,
2,0,0,0,0,0,0,0,0,0,26,486,165,0,0,0,0,0,0,64,58,
3,0,0,0,0,0,0,0,0,0,26,486,165,0,0,0,0,0,0,64,58,
4,0,0,0,0,0,0,0,0,0,26,486,165,0,0,0,0,0,0,64,58,
5,5,2,1,0,2,1,0,0,3,27,487,165,0,0,0,0,0,0,63,57,
6,31,0,6,0,16,0,3,0,6,33,503,168,0,0,0,0,0,0,57,40,
7,21,0,4,0,13,0,3,0,1,37,516,171,0,0,0,0,0,0,53,25,
8,30,12,8,4,14,6,6,2,2,41,524,175,0,0,0,0,0,0,49,15,
9,18,7,4,1,7,4,2,1,6,44,527,176,0,0,0,0,0,0,46,12,
10,12,5,2,1,5,2,1,0,6,45,530,177,0,0,0,0,0,0,45,8,
11,8,8,2,2,3,4,1,1,3,45,529,177,0,0,0,0,0,0,45,9,
12,4,4,1,1,1,2,0,0,3,45,528,177,0,0,0,0,0,0,45,10,
13,12,12,2,2,5,5,1,1,8,45,528,177,0,0,0,0,0,0,45,10,
14,16,16,3,5,8,8,2,3,3,43,528,176,0,0,0,0,0,0,47,11,
15,10,10,2,2,4,4,1,1,6,43,528,176,0,0,0,0,0,0,47,11,
16,10,10,2,2,4,4,1,1,6,43,528,176,0,0,0,0,0,0,47,11,
17,28,28,6,6,11,15,6,3,9,43,521,179,0,3,0,0,0,0,47,16,
18,13,31,3,6,5,19,4,5,2,40,507,178,0,0,0,0,0,0,50,31,
19,5,12,1,3,2,7,1,2,1,38,502,177,0,0,0,0,0,0,52,36,
20,8,20,2,6,3,10,2,4,1,34,495,175,0,0,0,0,0,0,56,44,
21,2,6,0,1,1,3,0,1,2,33,493,174,0,0,0,0,0,0,57,47,
22,0,0,0,0,0,0,0,0,0,33,493,174,0,0,0,0,0,0,57,47,
23,0,17,0,5,0,3,0,5,4,28,490,169,0,0,0,0,0,0,62,52,
0,0,0,0,0,0,0,0,0,0,28,490,169,0,0,0,0,0,0,62,52,
1,0,0,0,0,0,0,0,0,0,28,490,169,0,0,0,0,0,0,62,52,
2,0,0,0,0,0,0,0,0,0,28,490,169,0,0,0,0,0,0,62,52,
3,0,0,0,0,0,0,0,0,0,28,490,169,0,0,0,0,0,0,62,52,
4,0,0,0,0,0,0,0,0,0,28,490,169,0,0,0,0,0,0,62,52,
5,5,2,1,0,2,1,0,0,3,29,491,169,0,0,0,0,0,0,61,51,
6,26,0,5,0,13,0,3,0,5,34,504,172,0,0,0,0,0,0,56,37,
7,23,0,5,0,14,0,3,0,1,39,518,175,0,0,0,0,0,0,51,21,
